통계년월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
201902,서울특별시,종로구,지체,남자,1463
201902,서울특별시,종로구,청각,여자,362
201902,서울특별시,종로구,언어,남자,32
201902,서울특별시,종로구,언어,여자,9
201902,서울특별시,종로구,지적,남자,224
201902,서울특별시,종로구,지적,여자,153
201902,서울특별시,종로구,뇌병변,남자,364
201902,서울특별시,종로구,뇌병변,여자,211
201902,서울특별시,종로구,자폐성,남자,89
201902,서울특별시,종로구,자폐성,여자,20
201902,서울특별시,종로구,정신,남자,154
201902,서울특별시,종로구,정신,여자,111
201902,서울특별시,종로구,신장,남자,151
201902,서울특별시,종로구,지체,여자,1260
201902,서울특별시,종로구,신장,여자,86
201902,서울특별시,종로구,심장,남자,8
201902,서울특별시,종로구,심장,여자,5
201902,서울특별시,종로구,호흡기,남자,19
201902,서울특별시,종로구,시각,남자,461
201902,서울특별시,종로구,호흡기,여자,5
201902,서울특별시,종로구,간,남자,32
201902,서울특별시,종로구,간,여자,12
201902,서울특별시,종로구,안면,남자,3
201902,서울특별시,종로구,안면,여자,3
201902,서울특별시,종로구,장루.요루,남자,25
201902,서울특별시,종로구,장루.요루,여자,13
201902,서울특별시,종로구,뇌전증,남자,8
201902,서울특별시,종로구,뇌전증,여자,10
201902,서울특별시,종로구,시각,여자,270
201902,서울특별시,종로구,청각,남자,475
201902,서울특별시,중구,지체,남자,1432
201902,서울특별시,중구,청각,여자,316
201902,서울특별시,중구,언어,남자,24
201902,서울특별시,중구,언어,여자,9
201902,서울특별시,중구,지적,남자,181
201902,서울특별시,중구,지적,여자,128
201902,서울특별시,중구,뇌병변,남자,352
201902,서울특별시,중구,뇌병변,여자,195
201902,서울특별시,중구,자폐성,남자,50
201902,서울특별시,중구,자폐성,여자,12
201902,서울특별시,중구,정신,남자,133
201902,서울특별시,중구,정신,여자,90
201902,서울특별시,중구,신장,남자,119
201902,서울특별시,중구,신장,여자,98
201902,서울특별시,중구,지체,여자,1225
201902,서울특별시,중구,심장,남자,8
201902,서울특별시,중구,심장,여자,3
201902,서울특별시,중구,호흡기,남자,22
201902,서울특별시,중구,호흡기,여자,3
201902,서울특별시,중구,간,남자,23
201902,서울특별시,중구,시각,남자,450
201902,서울특별시,중구,간,여자,8
201902,서울특별시,중구,안면,남자,2
201902,서울특별시,중구,안면,여자,3
201902,서울특별시,중구,장루.요루,남자,24
201902,서울특별시,중구,장루.요루,여자,13
