통계년월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
201805,서울특별시,종로구,지체,남자,1479
201805,서울특별시,종로구,청각,여자,329
201805,서울특별시,종로구,언어,남자,34
201805,서울특별시,종로구,언어,여자,11
201805,서울특별시,종로구,지적,남자,222
201805,서울특별시,종로구,지적,여자,154
201805,서울특별시,종로구,뇌병변,남자,360
201805,서울특별시,종로구,뇌병변,여자,228
201805,서울특별시,종로구,자폐성,남자,85
201805,서울특별시,종로구,자폐성,여자,17
201805,서울특별시,종로구,정신,남자,150
201805,서울특별시,종로구,정신,여자,101
201805,서울특별시,종로구,신장,남자,153
201805,서울특별시,종로구,지체,여자,1298
201805,서울특별시,종로구,신장,여자,84
201805,서울특별시,종로구,심장,남자,9
201805,서울특별시,종로구,심장,여자,8
201805,서울특별시,종로구,호흡기,남자,17
201805,서울특별시,종로구,시각,남자,464
201805,서울특별시,종로구,호흡기,여자,5
201805,서울특별시,종로구,간,남자,29
201805,서울특별시,종로구,간,여자,10
201805,서울특별시,종로구,안면,남자,2
201805,서울특별시,종로구,안면,여자,3
201805,서울특별시,종로구,장루.요루,남자,16
201805,서울특별시,종로구,장루.요루,여자,12
201805,서울특별시,종로구,뇌전증,남자,8
201805,서울특별시,종로구,뇌전증,여자,10
201805,서울특별시,종로구,시각,여자,270
201805,서울특별시,종로구,청각,남자,424
201805,서울특별시,중구,지체,남자,1479
201805,서울특별시,중구,청각,여자,279
201805,서울특별시,중구,언어,남자,23
201805,서울특별시,중구,언어,여자,7
201805,서울특별시,중구,지적,남자,193
201805,서울특별시,중구,지적,여자,131
201805,서울특별시,중구,뇌병변,남자,360
201805,서울특별시,중구,뇌병변,여자,203
201805,서울특별시,중구,자폐성,남자,46
201805,서울특별시,중구,자폐성,여자,11
201805,서울특별시,중구,정신,남자,138
201805,서울특별시,중구,정신,여자,97
201805,서울특별시,중구,신장,남자,116
201805,서울특별시,중구,신장,여자,100
201805,서울특별시,중구,지체,여자,1241
201805,서울특별시,중구,심장,남자,10
201805,서울특별시,중구,심장,여자,4
201805,서울특별시,중구,호흡기,남자,22
201805,서울특별시,중구,호흡기,여자,4
201805,서울특별시,중구,간,남자,22
201805,서울특별시,중구,시각,남자,454
201805,서울특별시,중구,간,여자,8
201805,서울특별시,중구,안면,남자,2
201805,서울특별시,중구,안면,여자,4
201805,서울특별시,중구,장루.요루,남자,25
201805,서울특별시,중구,장루.요루,여자,11
201805,서울특별시,중구,뇌전증,남자,18
201805,서울특별시,중구,뇌전증,여자,9
201805,서울특별시,중구,시각,여자,278
201805,서울특별시,중구,청각,남자,385
201805,서울특별시,용산구,청각,남자,533
201805,서울특별시,용산구,청각,여자,458
201805,서울특별시,용산구,언어,남자,53
201805,서울특별시,용산구,언어,여자,16
201805,서울특별시,용산구,지적,남자,327
201805,서울특별시,용산구,지체,남자,2050
201805,서울특별시,용산구,지적,여자,190
201805,서울특별시,용산구,뇌병변,남자,508
201805,서울특별시,용산구,뇌병변,여자,333
201805,서울특별시,용산구,지체,여자,1700
201805,서울특별시,용산구,자폐성,남자,76
201805,서울특별시,용산구,자폐성,여자,21
201805,서울특별시,용산구,정신,남자,158
201805,서울특별시,용산구,정신,여자,134
201805,서울특별시,용산구,신장,남자,202
201805,서울특별시,용산구,신장,여자,124
201805,서울특별시,용산구,심장,남자,11
201805,서울특별시,용산구,심장,여자,7
201805,서울특별시,용산구,호흡기,남자,39
201805,서울특별시,용산구,호흡기,여자,9
201805,서울특별시,용산구,간,남자,48
201805,서울특별시,용산구,간,여자,14
201805,서울특별시,용산구,안면,남자,6
201805,서울특별시,용산구,안면,여자,2
201805,서울특별시,용산구,장루.요루,남자,46
201805,서울특별시,용산구,장루.요루,여자,19
201805,서울특별시,용산구,시각,남자,618
201805,서울특별시,용산구,뇌전증,남자,8
201805,서울특별시,용산구,뇌전증,여자,12
201805,서울특별시,용산구,시각,여자,377
201805,서울특별시,성동구,청각,여자,610
201805,서울특별시,성동구,언어,남자,81
201805,서울특별시,성동구,언어,여자,25
201805,서울특별시,성동구,지적,남자,425
201805,서울특별시,성동구,지적,여자,257
201805,서울특별시,성동구,지체,남자,3240
201805,서울특별시,성동구,뇌병변,남자,787
201805,서울특별시,성동구,뇌병변,여자,472
201805,서울특별시,성동구,자폐성,남자,135
201805,서울특별시,성동구,자폐성,여자,21
201805,서울특별시,성동구,정신,남자,246
201805,서울특별시,성동구,정신,여자,205
201805,서울특별시,성동구,신장,남자,254
201805,서울특별시,성동구,신장,여자,199
201805,서울특별시,성동구,지체,여자,2565
201805,서울특별시,성동구,심장,남자,28
201805,서울특별시,성동구,심장,여자,8
201805,서울특별시,성동구,호흡기,남자,70
201805,서울특별시,성동구,호흡기,여자,19
201805,서울특별시,성동구,간,남자,61
201805,서울특별시,성동구,시각,남자,723
201805,서울특별시,성동구,간,여자,25
201805,서울특별시,성동구,안면,남자,7
201805,서울특별시,성동구,안면,여자,8
201805,서울특별시,성동구,장루.요루,남자,60
201805,서울특별시,성동구,장루.요루,여자,31
201805,서울특별시,성동구,뇌전증,남자,26
201805,서울특별시,성동구,뇌전증,여자,16
201805,서울특별시,성동구,시각,여자,490
201805,서울특별시,성동구,청각,남자,702
201805,서울특별시,광진구,청각,여자,632
201805,서울특별시,광진구,언어,남자,77
201805,서울특별시,광진구,언어,여자,30
201805,서울특별시,광진구,지적,남자,462
201805,서울특별시,광진구,지적,여자,320
201805,서울특별시,광진구,뇌병변,남자,749
201805,서울특별시,광진구,뇌병변,여자,536
201805,서울특별시,광진구,자폐성,남자,136
201805,서울특별시,광진구,자폐성,여자,26
201805,서울특별시,광진구,정신,남자,268
201805,서울특별시,광진구,정신,여자,269
201805,서울특별시,광진구,신장,남자,319
201805,서울특별시,광진구,신장,여자,248
201805,서울특별시,광진구,지체,여자,2569
201805,서울특별시,광진구,심장,남자,25
201805,서울특별시,광진구,심장,여자,11
201805,서울특별시,광진구,지체,남자,3391
201805,서울특별시,광진구,호흡기,남자,47
201805,서울특별시,광진구,호흡기,여자,12
201805,서울특별시,광진구,간,남자,52
201805,서울특별시,광진구,간,여자,20
201805,서울특별시,광진구,시각,남자,826
201805,서울특별시,광진구,안면,남자,5
201805,서울특별시,광진구,안면,여자,5
201805,서울특별시,광진구,장루.요루,남자,74
201805,서울특별시,광진구,장루.요루,여자,27
201805,서울특별시,광진구,뇌전증,남자,30
201805,서울특별시,광진구,뇌전증,여자,18
201805,서울특별시,광진구,시각,여자,500
201805,서울특별시,광진구,청각,남자,812
201805,서울특별시,동대문구,청각,여자,836
201805,서울특별시,동대문구,언어,남자,90
201805,서울특별시,동대문구,언어,여자,27
201805,서울특별시,동대문구,지적,남자,561
201805,서울특별시,동대문구,지적,여자,301
201805,서울특별시,동대문구,뇌병변,남자,973
201805,서울특별시,동대문구,뇌병변,여자,679
201805,서울특별시,동대문구,자폐성,남자,117
201805,서울특별시,동대문구,자폐성,여자,20
201805,서울특별시,동대문구,정신,남자,350
201805,서울특별시,동대문구,정신,여자,307
201805,서울특별시,동대문구,신장,남자,341
201805,서울특별시,동대문구,신장,여자,242
201805,서울특별시,동대문구,심장,남자,37
201805,서울특별시,동대문구,지체,여자,3489
201805,서울특별시,동대문구,심장,여자,17
201805,서울특별시,동대문구,호흡기,남자,71
201805,서울특별시,동대문구,호흡기,여자,15
201805,서울특별시,동대문구,간,남자,54
201805,서울특별시,동대문구,간,여자,32
201805,서울특별시,동대문구,안면,남자,10
201805,서울특별시,동대문구,시각,남자,988
201805,서울특별시,동대문구,안면,여자,10
201805,서울특별시,동대문구,장루.요루,남자,67
201805,서울특별시,동대문구,장루.요루,여자,36
201805,서울특별시,동대문구,지체,남자,4454
201805,서울특별시,동대문구,뇌전증,남자,34
201805,서울특별시,동대문구,뇌전증,여자,23
201805,서울특별시,동대문구,시각,여자,574
201805,서울특별시,동대문구,청각,남자,1069
201805,서울특별시,중랑구,청각,남자,1144
201805,서울특별시,중랑구,청각,여자,921
201805,서울특별시,중랑구,언어,남자,112
201805,서울특별시,중랑구,언어,여자,45
201805,서울특별시,중랑구,지적,남자,785
201805,서울특별시,중랑구,지적,여자,451
201805,서울특별시,중랑구,뇌병변,남자,1249
201805,서울특별시,중랑구,뇌병변,여자,840
201805,서울특별시,중랑구,자폐성,남자,174
201805,서울특별시,중랑구,지체,남자,5689
201805,서울특별시,중랑구,자폐성,여자,26
201805,서울특별시,중랑구,정신,남자,453
201805,서울특별시,중랑구,정신,여자,406
201805,서울특별시,중랑구,지체,여자,4405
201805,서울특별시,중랑구,신장,남자,432
201805,서울특별시,중랑구,신장,여자,317
201805,서울특별시,중랑구,심장,남자,34
201805,서울특별시,중랑구,심장,여자,22
201805,서울특별시,중랑구,호흡기,남자,81
201805,서울특별시,중랑구,호흡기,여자,36
201805,서울특별시,중랑구,간,남자,54
201805,서울특별시,중랑구,시각,남자,1230
201805,서울특별시,중랑구,간,여자,38
201805,서울특별시,중랑구,안면,남자,8
201805,서울특별시,중랑구,안면,여자,9
201805,서울특별시,중랑구,장루.요루,남자,90
201805,서울특별시,중랑구,장루.요루,여자,52
201805,서울특별시,중랑구,뇌전증,남자,38
201805,서울특별시,중랑구,뇌전증,여자,41
201805,서울특별시,중랑구,시각,여자,810
201805,서울특별시,성북구,청각,여자,899
201805,서울특별시,성북구,언어,남자,112
201805,서울특별시,성북구,언어,여자,42
201805,서울특별시,성북구,지적,남자,631
201805,서울특별시,성북구,지적,여자,387
201805,서울특별시,성북구,뇌병변,남자,1120
201805,서울특별시,성북구,뇌병변,여자,832
201805,서울특별시,성북구,자폐성,남자,163
201805,서울특별시,성북구,자폐성,여자,24
201805,서울특별시,성북구,정신,남자,334
201805,서울특별시,성북구,정신,여자,308
201805,서울특별시,성북구,신장,남자,437
201805,서울특별시,성북구,신장,여자,324
201805,서울특별시,성북구,지체,여자,3796
201805,서울특별시,성북구,심장,남자,23
201805,서울특별시,성북구,심장,여자,7
201805,서울특별시,성북구,호흡기,남자,68
201805,서울특별시,성북구,호흡기,여자,20
201805,서울특별시,성북구,지체,남자,4576
201805,서울특별시,성북구,간,남자,84
201805,서울특별시,성북구,간,여자,38
201805,서울특별시,성북구,시각,남자,1107
201805,서울특별시,성북구,안면,남자,10
201805,서울특별시,성북구,안면,여자,8
201805,서울특별시,성북구,장루.요루,남자,72
201805,서울특별시,성북구,장루.요루,여자,46
201805,서울특별시,성북구,뇌전증,남자,22
201805,서울특별시,성북구,뇌전증,여자,23
201805,서울특별시,성북구,시각,여자,766
201805,서울특별시,성북구,청각,남자,1156
201805,서울특별시,강북구,청각,여자,987
201805,서울특별시,강북구,언어,남자,95
201805,서울특별시,강북구,언어,여자,44
201805,서울특별시,강북구,지적,남자,687
201805,서울특별시,강북구,지적,여자,476
201805,서울특별시,강북구,뇌병변,남자,1102
201805,서울특별시,강북구,뇌병변,여자,700
201805,서울특별시,강북구,자폐성,남자,124
201805,서울특별시,강북구,자폐성,여자,19
201805,서울특별시,강북구,정신,남자,375
201805,서울특별시,강북구,정신,여자,351
201805,서울특별시,강북구,신장,남자,374
201805,서울특별시,강북구,신장,여자,299
201805,서울특별시,강북구,심장,남자,22
201805,서울특별시,강북구,심장,여자,18
201805,서울특별시,강북구,지체,여자,3635
201805,서울특별시,강북구,호흡기,남자,73
201805,서울특별시,강북구,시각,남자,1144
201805,서울특별시,강북구,호흡기,여자,22
201805,서울특별시,강북구,간,남자,56
201805,서울특별시,강북구,간,여자,27
201805,서울특별시,강북구,안면,남자,8
201805,서울특별시,강북구,안면,여자,4
201805,서울특별시,강북구,장루.요루,남자,81
