통계년월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
201903,서울특별시,종로구,지체,남자,1460
201903,서울특별시,종로구,청각,여자,367
201903,서울특별시,종로구,언어,남자,31
201903,서울특별시,종로구,언어,여자,9
201903,서울특별시,종로구,지적,남자,224
201903,서울특별시,종로구,지적,여자,155
201903,서울특별시,종로구,뇌병변,남자,369
201903,서울특별시,종로구,뇌병변,여자,213
201903,서울특별시,종로구,자폐성,남자,89
201903,서울특별시,종로구,자폐성,여자,20
201903,서울특별시,종로구,정신,남자,152
201903,서울특별시,종로구,정신,여자,112
201903,서울특별시,종로구,신장,남자,149
201903,서울특별시,종로구,지체,여자,1259
201903,서울특별시,종로구,신장,여자,88
201903,서울특별시,종로구,심장,남자,8
201903,서울특별시,종로구,심장,여자,5
201903,서울특별시,종로구,호흡기,남자,18
201903,서울특별시,종로구,시각,남자,458
201903,서울특별시,종로구,호흡기,여자,5
201903,서울특별시,종로구,간,남자,32
201903,서울특별시,종로구,간,여자,12
201903,서울특별시,종로구,안면,남자,3
201903,서울특별시,종로구,안면,여자,3
201903,서울특별시,종로구,장루.요루,남자,23
201903,서울특별시,종로구,장루.요루,여자,13
201903,서울특별시,종로구,뇌전증,남자,8
201903,서울특별시,종로구,뇌전증,여자,10
201903,서울특별시,종로구,시각,여자,271
201903,서울특별시,종로구,청각,남자,478
201903,서울특별시,중구,지체,남자,1429
201903,서울특별시,중구,청각,여자,324
201903,서울특별시,중구,언어,남자,24
201903,서울특별시,중구,언어,여자,9
201903,서울특별시,중구,지적,남자,185
201903,서울특별시,중구,지적,여자,125
201903,서울특별시,중구,뇌병변,남자,352
201903,서울특별시,중구,뇌병변,여자,194
201903,서울특별시,중구,자폐성,남자,50
201903,서울특별시,중구,자폐성,여자,13
201903,서울특별시,중구,정신,남자,130
201903,서울특별시,중구,정신,여자,92
201903,서울특별시,중구,신장,남자,120
201903,서울특별시,중구,신장,여자,97
201903,서울특별시,중구,지체,여자,1226
201903,서울특별시,중구,심장,남자,9
201903,서울특별시,중구,심장,여자,3
201903,서울특별시,중구,호흡기,남자,22
201903,서울특별시,중구,호흡기,여자,4
201903,서울특별시,중구,간,남자,25
201903,서울특별시,중구,시각,남자,447
201903,서울특별시,중구,간,여자,8
201903,서울특별시,중구,안면,남자,2
201903,서울특별시,중구,안면,여자,3
201903,서울특별시,중구,장루.요루,남자,25
201903,서울특별시,중구,장루.요루,여자,13
201903,서울특별시,중구,뇌전증,남자,16
201903,서울특별시,중구,뇌전증,여자,9
201903,서울특별시,중구,시각,여자,275
201903,서울특별시,중구,청각,남자,431
201903,서울특별시,용산구,청각,남자,601
201903,서울특별시,용산구,청각,여자,503
201903,서울특별시,용산구,언어,남자,48
201903,서울특별시,용산구,언어,여자,19
201903,서울특별시,용산구,지적,남자,330
201903,서울특별시,용산구,지체,남자,1961
201903,서울특별시,용산구,지적,여자,191
201903,서울특별시,용산구,뇌병변,남자,496
201903,서울특별시,용산구,뇌병변,여자,327
201903,서울특별시,용산구,지체,여자,1662
201903,서울특별시,용산구,자폐성,남자,82
201903,서울특별시,용산구,자폐성,여자,22
201903,서울특별시,용산구,정신,남자,156
201903,서울특별시,용산구,정신,여자,138
201903,서울특별시,용산구,신장,남자,210
201903,서울특별시,용산구,신장,여자,128
201903,서울특별시,용산구,심장,남자,13
201903,서울특별시,용산구,심장,여자,8
201903,서울특별시,용산구,호흡기,남자,37
201903,서울특별시,용산구,호흡기,여자,9
201903,서울특별시,용산구,간,남자,48
201903,서울특별시,용산구,간,여자,14
201903,서울특별시,용산구,안면,남자,5
201903,서울특별시,용산구,안면,여자,1
201903,서울특별시,용산구,장루.요루,남자,41
201903,서울특별시,용산구,장루.요루,여자,20
201903,서울특별시,용산구,시각,남자,604
201903,서울특별시,용산구,뇌전증,남자,9
201903,서울특별시,용산구,뇌전증,여자,10
201903,서울특별시,용산구,시각,여자,384
201903,서울특별시,성동구,청각,여자,701
201903,서울특별시,성동구,언어,남자,78
201903,서울특별시,성동구,언어,여자,26
201903,서울특별시,성동구,지적,남자,435
