통계년월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202103,서울특별시,종로구,지체,남자,1380
202103,서울특별시,종로구,청각,여자,398
202103,서울특별시,종로구,언어,남자,34
202103,서울특별시,종로구,언어,여자,10
202103,서울특별시,종로구,지적,남자,237
202103,서울특별시,종로구,지적,여자,163
202103,서울특별시,종로구,뇌병변,남자,363
202103,서울특별시,종로구,뇌병변,여자,214
202103,서울특별시,종로구,자폐성,남자,86
202103,서울특별시,종로구,자폐성,여자,16
202103,서울특별시,종로구,정신,남자,142
202103,서울특별시,종로구,정신,여자,117
202103,서울특별시,종로구,신장,남자,156
202103,서울특별시,종로구,지체,여자,1180
202103,서울특별시,종로구,신장,여자,103
202103,서울특별시,종로구,심장,남자,5
202103,서울특별시,종로구,심장,여자,5
202103,서울특별시,종로구,호흡기,남자,24
202103,서울특별시,종로구,시각,남자,453
202103,서울특별시,종로구,호흡기,여자,5
202103,서울특별시,종로구,간,남자,33
202103,서울특별시,종로구,간,여자,13
202103,서울특별시,종로구,안면,남자,4
202103,서울특별시,종로구,안면,여자,3
202103,서울특별시,종로구,장루.요루,남자,20
202103,서울특별시,종로구,장루.요루,여자,11
202103,서울특별시,종로구,뇌전증,남자,6
202103,서울특별시,종로구,뇌전증,여자,8
202103,서울특별시,종로구,시각,여자,265
202103,서울특별시,종로구,청각,남자,523
202103,서울특별시,중구,지체,남자,1380
202103,서울특별시,중구,청각,여자,368
202103,서울특별시,중구,언어,남자,24
202103,서울특별시,중구,언어,여자,12
202103,서울특별시,중구,지적,남자,176
202103,서울특별시,중구,지적,여자,120
202103,서울특별시,중구,뇌병변,남자,360
202103,서울특별시,중구,뇌병변,여자,197
202103,서울특별시,중구,자폐성,남자,59
202103,서울특별시,중구,자폐성,여자,17
202103,서울특별시,중구,정신,남자,122
202103,서울특별시,중구,정신,여자,90
202103,서울특별시,중구,신장,남자,127
202103,서울특별시,중구,신장,여자,99
202103,서울특별시,중구,지체,여자,1175
202103,서울특별시,중구,심장,남자,9
202103,서울특별시,중구,심장,여자,4
202103,서울특별시,중구,호흡기,남자,27
202103,서울특별시,중구,호흡기,여자,5
202103,서울특별시,중구,간,남자,30
202103,서울특별시,중구,시각,남자,445
202103,서울특별시,중구,간,여자,9
202103,서울특별시,중구,안면,남자,2
202103,서울특별시,중구,안면,여자,3
202103,서울특별시,중구,장루.요루,남자,28
202103,서울특별시,중구,장루.요루,여자,13
202103,서울특별시,중구,뇌전증,남자,14
202103,서울특별시,중구,뇌전증,여자,10
202103,서울특별시,중구,시각,여자,285
202103,서울특별시,중구,청각,남자,476
202103,서울특별시,용산구,청각,남자,638
202103,서울특별시,용산구,청각,여자,519
202103,서울특별시,용산구,언어,남자,49
202103,서울특별시,용산구,언어,여자,22
202103,서울특별시,용산구,지적,남자,338
202103,서울특별시,용산구,지체,남자,1850
202103,서울특별시,용산구,지적,여자,200
202103,서울특별시,용산구,뇌병변,남자,455
202103,서울특별시,용산구,뇌병변,여자,315
202103,서울특별시,용산구,지체,여자,1533
202103,서울특별시,용산구,자폐성,남자,96
202103,서울특별시,용산구,자폐성,여자,25
202103,서울특별시,용산구,정신,남자,150
202103,서울특별시,용산구,정신,여자,136
202103,서울특별시,용산구,신장,남자,214
202103,서울특별시,용산구,신장,여자,143
202103,서울특별시,용산구,심장,남자,16
202103,서울특별시,용산구,심장,여자,8
202103,서울특별시,용산구,호흡기,남자,38
202103,서울특별시,용산구,호흡기,여자,10
202103,서울특별시,용산구,간,남자,57
202103,서울특별시,용산구,간,여자,13
202103,서울특별시,용산구,안면,남자,5
202103,서울특별시,용산구,안면,여자,1
202103,서울특별시,용산구,장루.요루,남자,39
202103,서울특별시,용산구,장루.요루,여자,27
202103,서울특별시,용산구,시각,남자,589
202103,서울특별시,용산구,뇌전증,남자,16
202103,서울특별시,용산구,뇌전증,여자,6
202103,서울특별시,용산구,시각,여자,374
202103,서울특별시,성동구,청각,여자,758
202103,서울특별시,성동구,언어,남자,80
202103,서울특별시,성동구,언어,여자,27
202103,서울특별시,성동구,지적,남자,430
202103,서울특별시,성동구,지적,여자,267
202103,서울특별시,성동구,지체,남자,2879
202103,서울특별시,성동구,뇌병변,남자,729
202103,서울특별시,성동구,뇌병변,여자,447
202103,서울특별시,성동구,자폐성,남자,155
202103,서울특별시,성동구,자폐성,여자,28
202103,서울특별시,성동구,정신,남자,219
202103,서울특별시,성동구,정신,여자,195
202103,서울특별시,성동구,신장,남자,278
202103,서울특별시,성동구,신장,여자,198
202103,서울특별시,성동구,지체,여자,2292
202103,서울특별시,성동구,심장,남자,21
202103,서울특별시,성동구,심장,여자,12
202103,서울특별시,성동구,호흡기,남자,65
202103,서울특별시,성동구,호흡기,여자,19
202103,서울특별시,성동구,간,남자,50
202103,서울특별시,성동구,시각,남자,671
202103,서울특별시,성동구,간,여자,28
202103,서울특별시,성동구,안면,남자,7
202103,서울특별시,성동구,안면,여자,4
202103,서울특별시,성동구,장루.요루,남자,51
202103,서울특별시,성동구,장루.요루,여자,40
202103,서울특별시,성동구,뇌전증,남자,24
202103,서울특별시,성동구,뇌전증,여자,17
202103,서울특별시,성동구,시각,여자,497
202103,서울특별시,성동구,청각,남자,882
202103,서울특별시,광진구,청각,여자,742
202103,서울특별시,광진구,언어,남자,65
202103,서울특별시,광진구,언어,여자,25
202103,서울특별시,광진구,지적,남자,477
202103,서울특별시,광진구,지적,여자,335
202103,서울특별시,광진구,뇌병변,남자,697
202103,서울특별시,광진구,뇌병변,여자,516
202103,서울특별시,광진구,자폐성,남자,150
202103,서울특별시,광진구,자폐성,여자,27
202103,서울특별시,광진구,정신,남자,266
202103,서울특별시,광진구,정신,여자,246
202103,서울특별시,광진구,신장,남자,344
202103,서울특별시,광진구,신장,여자,249
202103,서울특별시,광진구,지체,여자,2416
202103,서울특별시,광진구,심장,남자,29
202103,서울특별시,광진구,심장,여자,10
202103,서울특별시,광진구,지체,남자,3123
202103,서울특별시,광진구,호흡기,남자,51
202103,서울특별시,광진구,호흡기,여자,12
202103,서울특별시,광진구,간,남자,52
202103,서울특별시,광진구,간,여자,17
202103,서울특별시,광진구,시각,남자,821
202103,서울특별시,광진구,안면,남자,4
202103,서울특별시,광진구,안면,여자,4
202103,서울특별시,광진구,장루.요루,남자,77
202103,서울특별시,광진구,장루.요루,여자,28
202103,서울특별시,광진구,뇌전증,남자,27
202103,서울특별시,광진구,뇌전증,여자,17
202103,서울특별시,광진구,시각,여자,497
202103,서울특별시,광진구,청각,남자,990
202103,서울특별시,동대문구,청각,여자,1043
202103,서울특별시,동대문구,언어,남자,107
202103,서울특별시,동대문구,언어,여자,34
202103,서울특별시,동대문구,지적,남자,565
202103,서울특별시,동대문구,지적,여자,327
202103,서울특별시,동대문구,뇌병변,남자,963
202103,서울특별시,동대문구,뇌병변,여자,656
202103,서울특별시,동대문구,자폐성,남자,135
202103,서울특별시,동대문구,자폐성,여자,25
202103,서울특별시,동대문구,정신,남자,321
202103,서울특별시,동대문구,정신,여자,311
202103,서울특별시,동대문구,신장,남자,411
202103,서울특별시,동대문구,신장,여자,262
202103,서울특별시,동대문구,심장,남자,26
202103,서울특별시,동대문구,지체,여자,3195
202103,서울특별시,동대문구,심장,여자,11
202103,서울특별시,동대문구,호흡기,남자,64
202103,서울특별시,동대문구,호흡기,여자,17
202103,서울특별시,동대문구,간,남자,58
202103,서울특별시,동대문구,간,여자,40
202103,서울특별시,동대문구,안면,남자,9
202103,서울특별시,동대문구,시각,남자,967
202103,서울특별시,동대문구,안면,여자,10
202103,서울특별시,동대문구,장루.요루,남자,72
202103,서울특별시,동대문구,장루.요루,여자,42
202103,서울특별시,동대문구,지체,남자,4011
202103,서울특별시,동대문구,뇌전증,남자,25
202103,서울특별시,동대문구,뇌전증,여자,20
202103,서울특별시,동대문구,시각,여자,559
202103,서울특별시,동대문구,청각,남자,1304
202103,서울특별시,중랑구,청각,남자,1449
202103,서울특별시,중랑구,청각,여자,1101
202103,서울특별시,중랑구,언어,남자,127
202103,서울특별시,중랑구,언어,여자,48
202103,서울특별시,중랑구,지적,남자,809
202103,서울특별시,중랑구,지적,여자,494
202103,서울특별시,중랑구,뇌병변,남자,1237
202103,서울특별시,중랑구,뇌병변,여자,862
202103,서울특별시,중랑구,자폐성,남자,203
202103,서울특별시,중랑구,지체,남자,5420
202103,서울특별시,중랑구,자폐성,여자,39
202103,서울특별시,중랑구,정신,남자,443
202103,서울특별시,중랑구,정신,여자,418
202103,서울특별시,중랑구,지체,여자,4164
202103,서울특별시,중랑구,신장,남자,535
202103,서울특별시,중랑구,신장,여자,404
202103,서울특별시,중랑구,심장,남자,34
202103,서울특별시,중랑구,심장,여자,17
202103,서울특별시,중랑구,호흡기,남자,103
202103,서울특별시,중랑구,호흡기,여자,32
202103,서울특별시,중랑구,간,남자,59
202103,서울특별시,중랑구,시각,남자,1248
202103,서울특별시,중랑구,간,여자,42
202103,서울특별시,중랑구,안면,남자,6
202103,서울특별시,중랑구,안면,여자,10
202103,서울특별시,중랑구,장루.요루,남자,105
202103,서울특별시,중랑구,장루.요루,여자,57
202103,서울특별시,중랑구,뇌전증,남자,30
202103,서울특별시,중랑구,뇌전증,여자,42
202103,서울특별시,중랑구,시각,여자,841
202103,서울특별시,성북구,청각,여자,1134
202103,서울특별시,성북구,언어,남자,121
202103,서울특별시,성북구,언어,여자,44
202103,서울특별시,성북구,지적,남자,683
202103,서울특별시,성북구,지적,여자,422
202103,서울특별시,성북구,뇌병변,남자,1047
202103,서울특별시,성북구,뇌병변,여자,736
202103,서울특별시,성북구,자폐성,남자,193
202103,서울특별시,성북구,자폐성,여자,34
202103,서울특별시,성북구,정신,남자,340
202103,서울특별시,성북구,정신,여자,314
202103,서울특별시,성북구,신장,남자,448
202103,서울특별시,성북구,신장,여자,341
202103,서울특별시,성북구,지체,여자,3503
202103,서울특별시,성북구,심장,남자,28
202103,서울특별시,성북구,심장,여자,9
202103,서울특별시,성북구,호흡기,남자,66
202103,서울특별시,성북구,호흡기,여자,23
