통계년월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
201806,서울특별시,종로구,지체,남자,1477
201806,서울특별시,종로구,청각,여자,333
201806,서울특별시,종로구,언어,남자,34
201806,서울특별시,종로구,언어,여자,11
201806,서울특별시,종로구,지적,남자,224
201806,서울특별시,종로구,지적,여자,156
201806,서울특별시,종로구,뇌병변,남자,357
201806,서울특별시,종로구,뇌병변,여자,227
201806,서울특별시,종로구,자폐성,남자,85
201806,서울특별시,종로구,자폐성,여자,17
201806,서울특별시,종로구,정신,남자,148
201806,서울특별시,종로구,정신,여자,98
201806,서울특별시,종로구,신장,남자,153
201806,서울특별시,종로구,지체,여자,1287
201806,서울특별시,종로구,신장,여자,82
201806,서울특별시,종로구,심장,남자,9
201806,서울특별시,종로구,심장,여자,8
201806,서울특별시,종로구,호흡기,남자,17
201806,서울특별시,종로구,시각,남자,466
201806,서울특별시,종로구,호흡기,여자,5
201806,서울특별시,종로구,간,남자,29
201806,서울특별시,종로구,간,여자,10
201806,서울특별시,종로구,안면,남자,2
201806,서울특별시,종로구,안면,여자,3
201806,서울특별시,종로구,장루.요루,남자,16
201806,서울특별시,종로구,장루.요루,여자,12
201806,서울특별시,종로구,뇌전증,남자,8
201806,서울특별시,종로구,뇌전증,여자,10
201806,서울특별시,종로구,시각,여자,267
201806,서울특별시,종로구,청각,남자,426
201806,서울특별시,중구,지체,남자,1469
201806,서울특별시,중구,청각,여자,287
201806,서울특별시,중구,언어,남자,24
201806,서울특별시,중구,언어,여자,7
201806,서울특별시,중구,지적,남자,189
201806,서울특별시,중구,지적,여자,131
201806,서울특별시,중구,뇌병변,남자,363
201806,서울특별시,중구,뇌병변,여자,203
201806,서울특별시,중구,자폐성,남자,46
201806,서울특별시,중구,자폐성,여자,11
201806,서울특별시,중구,정신,남자,138
201806,서울특별시,중구,정신,여자,97
201806,서울특별시,중구,신장,남자,120
201806,서울특별시,중구,신장,여자,100
201806,서울특별시,중구,지체,여자,1237
201806,서울특별시,중구,심장,남자,10
201806,서울특별시,중구,심장,여자,4
201806,서울특별시,중구,호흡기,남자,21
201806,서울특별시,중구,호흡기,여자,3
201806,서울특별시,중구,간,남자,22
201806,서울특별시,중구,시각,남자,453
201806,서울특별시,중구,간,여자,8
201806,서울특별시,중구,안면,남자,2
201806,서울특별시,중구,안면,여자,4
201806,서울특별시,중구,장루.요루,남자,25
201806,서울특별시,중구,장루.요루,여자,11
201806,서울특별시,중구,뇌전증,남자,18
201806,서울특별시,중구,뇌전증,여자,9
201806,서울특별시,중구,시각,여자,280
